Text,classes
"আমরা শনিবার রাতের বিকল্পের অর্ধ-মূল্যের সমর্থক ছিলাম, যখন সাম্প্রতিক এক সাক্ষাৎকারে কিছু অদ্ভুত স্কুইজ ছিল।",NoAG
"আমরা চলে যাই, কখনো ফিরে আসব না",NoAG
 কোন ক্ষমা এই সপ্তাহে রেস্টুরেন্টে ।,NoAG
" খাদ্য এবং সেবা অনেক জঘন্য ছিল,  পরিবেশ এবং বায়ুমণ্ডল খারাপ ছিল।",NoAG
"কিভাবে don’t,আমি এই স্থানে এখনও চলমান ।",NoAG
"তাদের স্টার্লিং ট্র্যাক রেকর্ড একটি নিম্ন পয়েন্ট ছিল,যে স্বল্পমেয়াদী শেফ জেসন Narone নেভিগেশন সরানো হয়েছে, সে শুনতে খুব উত্তেজিত ছিল",NoAG
"সেবা  যদিও অবাধ্য একটি অযৌক্তিক ছিল,  আমার টেবিলের ভাগ ছিল বাচ্চাদের একটি অট্ট গ্রুপের সঙ্গে ",NoAG
খাদ্য সাধারণত ভাল হয় কিন্তু এটি অবশ্যই একটি আরামদায়ক স্থান যেতে না হয়।,NoAG
আমার স্বামী বলেন খুব অভদ্র ছিল ... খারাপ খাবার  বা কিছু জন্য এমনকি ক্ষমাপ্রার্থী নি।,NoAG
একমাত্র কারণ এখানে খেতে শুধু আপনার পেটে কিছু carbs পেতে পানোত্সব পানীয় একটি রাতের আগে ভরাট করা হবে।,NoAG
"অপমান, গভীর douchebaggery, এবং শুধু এটি ঘনীভূত সেবা করার সময় একটি ধোঁয়া বিরতির জন্য বাইরে ছিল।",NoAG
কেউ অর্ডার দুই টাকোস না যদি 'আপনি এটা যদি এটা কম্বো বা Ala কার্ট হয় জিজ্ঞাসা করতে গ্রাহক সেবা অংশ হতে পারে মনে?,NoAG
তিনি বেশ হতাশ হয়েছিলেন যদিও কিছু দোষ চাহিদা তার দরজায় স্থাপন করা হবে।,NoAG
সমস্ত পর্যালোচনা আমোদ আমি এখানে খেতে অপেক্ষা করতে না পারে ...... কি একটি হতাশা!,NoAG
দেল ট্যাকো চমত্কার  জঘন্য এবং সম্ভব হলে এড়িয়ে চলা উচিত।,NoAG
এটা একটা শালীন হ্যামবার্গার করা কঠিন নয়।,NoAG
কিন্তু আমি পছন্দ করি না।,NoAG
জাহান্নামের কোন আমি ফিরে যাব,NoAG
আমরা আপনার  সার্ভিস গুলির আমরা এই রেস্তোরাঁর থেকে প্রাপ্ত চেয়ে পিজা জায়গা পাশের থেকে অনেক ভালো সেবা অর্জিত হয়েছে করেছি।,NoAG
"আমি কি বড় চুক্তি এই স্থান সম্পর্কে জানি না, কিন্তু আমি ফিরে ""ya'all"" করা হবে না।",NoAG
"আমি অবিলম্বে আমি ম্যানেজারের সাথে কথা বলতে চান, কিন্তু আমি লোক বার পিছনে ফায়ারবল শট করছেন সাথে কথা বলতে চান না তিনি।",NoAG
আবহ অনেক ভালো নয়।,NoAG
"দুর্ভাগ্যবশত, এটা শুধুমাত্র আমাদের আপনার entrees সঙ্গে হতাশা জন্য সেট আপ করুন।",NoAG
খাবার ভাল ছিল না।,NoAG
"আপনার সার্ভার স্তন্যপান, অপেক্ষা করুন, সংশোধন, আমাদের সার্ভার Heimer চুষা।",NoAG
এরপর কী ঘটেছিল চমত্কার নির্বাণ বন্ধ ছিল ....।,NoAG
"খুব খারাপ কারণ আমি জানি এটা পরিবারের মালিকানাধীন, আমি সত্যিই পছন্দ করেন এই জাগা করতে চেয়েছিলেন।",NoAG
আপনি পাচ্ছেন কি জন্য  অতিরিক্ত দাম ।,NoAG
আমি বাথরুমে মাঝামাঝি লাঞ্চ মধ্যে বমি।,NoAG
"আমি সময়ে তাকিয়েই রইলাম এবং এটি শীঘ্রই 35 মিনিট, এখনো এখনও কোন খাবার হয়ে উঠেছে।",NoAG
"আমি খেতে কোনো পরিস্থিতির অধীন আমি কখনো ফিরে আসবে খুব কম জায়গা থেকে হয়েছে, এবং এই তালিকা সমাজের সারাংশ।",NoAG
আমরা টুনা সাশিমি যা রঙ বাদামি ছিলেন এবং স্পষ্টত তাজা ছিল না দিয়ে শুরু।,NoAG
খাবার  ব্যাবধানে গোল করেছি।,NoAG
এটা নিশ্চিত চলচ্চিত্রের বেলায় nachos বীট আছে কিন্তু আমি একটি সামান্য বিট আরো একটি রেস্টুরেন্ট থেকে আসছে আশা করবে।,NoAG
"সব সব, হা লং বে একটি ফ্লপ একটি বিট ছিল।",NoAG
"সমস্যা আমার আছে যে তারা একটি স্যান্ডউইচ কোনো একটি সাবওয়ে সাব চেয়ে বড় জন্য $ 11,99 চার্জ (যা অফার ভাল এবং শাকসবজি বেশি পরিমাণ)।",NoAG
Shrimp- যখন আমি এটা unwrapped (আমি Brushfire থেকে মাত্র 1/2 মাইল লাইভ) এটা আক্ষরিক বরফ ঠান্ডা ছিল।,NoAG
"এটা তোলে গন্ধ ইঙ্গিতও, কাচা ছিল, এবং শুষ্ক।",NoAG
এটা সত্যিই চিত্তাকর্ষক যে জায়গা বন্ধ করে করেনি।,NoAG
আমি এই জায়গা এড়াতে আপনি মরীচিকা স্থিত হয় হবে।,NoAG
পরিশুদ্ধ মটরশুটি যে আমার খাবার সঙ্গে এসেছিলেন আউট শুকনো এবং কর্কশ এবং খাবার  ছিল স্নিগ্ধ হয়।,NoAG
আপনার টাকা খরচ এবং অন্য কিছু জায়গা সময়।,NoAG
টেবিল এ ভদ্রমহিলা আমাদের পাশে একটি লাইভ সবুজ শুঁয়োপোকা তার সালাদ খুঁজে পাওয়া যায়নি।,NoAG
খাবার  উপস্থাপনা ভয়াবহ ছিল।,NoAG
কিভাবে হতাশ ছিলাম আমি কি তোমাদেরকে বলিনি পারবেন না।,NoAG
আমি মনে করি খাবার  গন্ধ এবং টেক্সচার এবং উভয় উদাসীন ছিল থাকা উচিত।,NoAG
ধারণক্ষমতা সঙ্গে সঙ্গে চলে গেছে।,NoAG
সামগ্রিকভাবে আমি মুগ্ধ হয় নি এবং ফিরে যান না।,NoAG
"পুরো অভিজ্ঞতা underwhelming ছিল, এবং আমি মনে করি আমরা শুধু নিনজা সুশি পরের বার যাব।",NoAG
"তারপর, যেন আমি আমার জীবনে যথেষ্ট নষ্ট না করতেন, তবে তারা লবণ ক্ষত সময় এটি পরীক্ষা আনতে গ্রহণ আউট অঙ্কন করার মাধ্যমে poured।",NoAG
"এটি একটি সালাদ এবং ছোট pizza এর 21 $ মূল্য ছিল? একেবারে না! খারাপ সেবা. হয়তো বলছি ঠাকুরমা আমি জানি না মৃত্যু হয়। আমি তোমাকে বলতে সত্যিই কি অভিজ্ঞতা সম্পর্কে আমাকে পাগল বানিয়ে চাই। আমরা ছোট পিজা এবং সালাদ অর্ডার এবং বলছি কম যত্ন নিত পারতেন এবং আমাদের $ গ্রহণ এবং আমরা বসলেন। আমরা প্রায় খুঁজছেন সেটা এবং হুম, একটা চিহ্ন বলছে ""X বড় পিজা এবং বৃহৎ সালাদ শুধুমাত্র 23 $"" আছে। বাহ! দারুণ হয়েছে যদি লোক আমাদের যে বলেন হবে। আমি ক্ষুধার্ত ম্যাড এবং অসন্তুষ্ট বাকি।







মালিকে: আপনার কর্মীদের upselling এবং বিশেষ কহন এর মান শেখান। কিছু এত ছোট প্রভাবিত করতে পারে একটি গ্রাহকদের নেতিবাচকভাবে অভিজ্ঞতা।







আর তোমার স্যালাডে গুরুতরভাবে overpriced হয়







যদি না আমি মরিয়া আছি ফিরে যেতে হবে না।",NoAG
"ইউ সেখানে যেতে এন গাড়ী আউট করতে পারেন। তোমার দর্শন লগ করা সেখানে 1 কিনতে ওয়ানা করেন? যে ভুল পদক্ষেপ আছে! তোমার দর্শন লগ করা এমনকি সেখান থেকে একটি গাড়ী সেবা চান? ইউ উর জীবনের একটি সবচেয়ে বড় ভুল করেছি !! আমি 1 আমার বান্ধবী জিজ্ঞাসা একটি তেল সেবার জন্য সেখানে আমার গাড়ি নিতে, কি অনুমান ছিল? তারা মিথ্যা কিভাবে খারাপ আমার গাড়ি এখন আমার বান্ধবী ছিড়ে ফেলেছে। সমস্যা ফিক্সিং ছাড়া করে। কিছু গুরুতর দুর্ঘটনা নিয়ে আসতে পারেন। তারপর তিনি তারা যা বলেছিল করেনি। 4 ব্র্যান্ড নতুন টায়ার, টাইমিং বেল্ট, 4 নতুন ব্রেক প্যাড। ইউ কেন জানি খারাপ কি? আমি উপরের ঐ সব মাত্র 2 মাস আগে পরিবর্তন করেছে !!! যে কি একটা বাজে ব্যাপারী হয়? মানুষ ভাল চলতে চলতে কোথাও বন্ধ!",NoAG
ন্যক্কারজনক! তাই আমার কন্যা একটি Groupon ছিল এবং আমি এটা চেষ্টা করে। খুব পুরানো এবং দৃষ্টিকটু 80 এর শৈলী অভ্যন্তর আমাকে অনুভব আমি দ্য সোপ্রানোজ একটি পর্বে ছিল প্রণীত। খাদ্য নিজেই বেশ খারাপ ছিল। আমরা বেশ সহজ খাবারের আদেশ কিন্তু তারা শুধু সব সময়ে কোন গন্ধ ছিল! এটা চেষ্টা আউট আমি ইতিবাচক এখানে সব ভালো রিভিউ কর্মচারী বা তাদের তৈরি মালিক নই।,NoAG
"আমি গত রাতে হিসাবে খারাপ হিসাবে কেউই এখানে অনেক বার খাওয়া করেছি, কিন্তু।



পরিষেবা চমৎকার, এবং অত্যন্ত মনোযোগী ছিলেন।



খাদ্য, একেবারে ভয়ঙ্কর।







আমার প্রত্যাশা তারা তাদের সীফুড সঙ্গে সমাবস্থা উপর একটি স্টেক পরিবেশন করা হবে। সব পরে, তারা একটি ribeye জন্য 39 ডলার চার্জ করা হয়।



আমি কি জন্য প্রত্যাশী ছিলেন 1- 1-1 / 2 'পুরু স্টেক, রান্না পিটসবার্গ শৈলী হিসাবে আমি আদেশ করেন।



আমি কি যে বেশিরভাগ মোটা ছিল মাংস পুরু টুকরা, তরুণাস্থি একটি একটি 3/4 আছে, এবং কোন ভাবেই পিটসবার্গ স্টাইল সাদৃশ্য ছিল।



সালাদ, কিছু অনুরূপ কুক্কুট ফিলে এ পেতে পারে



শাকসবজি, বাজে কথা।



ব্রেড ঝুড়ি, প্রশস্ত, কিন্তু পুরাতন দিন, এবং যদি না হয়, তাহলে অবশ্যই তাজা ছিল না।







খারাপ খাদ্য উপরন্তু, আমরা যতক্ষণ না ওয়েটার দেখিয়েছেন, একটি ছোট ঘরে আমরা 6 অন্যান্য টেবিল সঙ্গে বাট থেকে বাদাম ছিলে, pinkeye কেউ এর সাম্প্রতিক টেকার ছোটো থেকে কথোপকথন শোনা জোর করে ঠেসে গেছে, আর দম্পতি যারা নির্বাচিত ফরাসি মধ্যে সম্পূর্ণরূপে কথা বলতে আপ, তারপর, এটা ছিল তারা ফরাসি সুইচ বন্ধ পরিণত এবং হঠাৎ ইংরেজি ভাষী শুরু করেন।







আমি এই জায়গা দিয়ে ছিল।



আমি রাতের খাবার জন্য টাকা দিতে যাচ্ছি এমন 150 ডলার, এটা Mortons এ হবেন, বা মায়েস্ট্রো যেখানে স্টেক হয় 1-1 / 2 পুরু মধ্যে, পরিপূর্ণতা রান্না, এবং এটি অর্ধেক চর্বি যেমন প্লেটের উপর গুটান স্বল্পতা এবং কোমলাস্তি",NoAG
"আমি এন্ড্রুর পর্যালোচনার যোগ আছে .....







আমি শুধু কিছু যে ঘটেছে বিশ্বাস করতে পারি না !!







হ্যাঁ অ্যাপ্লিকেশন ভাল ছিল। প্রবেশাধিকার খুব ভাল ছিল, কিন্তু সেখানে পাণিনির কোন মুরগির সঙ্গে শুধু রুটির কামড় ছিল। এটা স্পষ্টভাবে আরো মুরগির সাথে উন্নত হতো!







কিন্তু মেয়ে এখানে কাজ খারাপ ওয়েট্রেস / মদের দোকানের পরিবেষক / hostesses কখনও এক!







আমরা যখন চলতেন, তিনি এমনকি আমাদের বসেন নাই। আমরা সেখানে চিরকাল দাঁড়িয়ে না হওয়া পর্যন্ত অপেক্ষা অবশেষে নিজেদেরকে সীট আমাদের বলেছেন। আমরা যেহেতু কিছুই ভিতরে বাম ছিল বাইরে গিয়েছিলাম। তাই আমরা ফিরে এসে মূর্ত আমরা বার এ বসতে চাই এটা খুবই গরম বাইরে ছিল। সৌভাগ্য যে একটি চমৎকার লোক আমাদের চারপাশের খুঁজছেন এবং দিন আমাদের তাঁর টেবিলের শেষে বসতে তিনি পৃথক্ সরানো যেহেতু তার পুরো দল ডিনার জন্য না দেখিয়েছিলেন লক্ষ্য।







আমি খুব উত্তেজিত ছিলাম যখন দেখলাম তারা তাদের মেনুতে সিডার ছিল! এবং শুধু এক, কিন্তু দুই আমি চাই যে! Wyder এর নাসপাতি সিডার এবং স্ট্রংবো !!



আমি আদেশ একটি Wyder আছে। আমি এটি সমাপ্ত এবং অন্য চাইলেন তিনি বলেন তারা তাদের বাইরে ছিল। ঠিক আছে, তাই আমি স্ট্রংবো আদেশ দেন। তিনি ফিরে আসেন এবং আমার জন্য এক গ্লাস সেটিকে poured। যখন আমি একটা ড্রিংক গ্রহণ এটি বিরক্তিকর ছিল !! এটা তোলে Boddington এর ছিল !!!! শেষ পর্যন্ত আমি যখন একজন মানুষ বার এ বসে তার সঠিক ড্রিংক জন্য জিজ্ঞাসা করতে সাথে ফ্লার্ট থেকে দূরে তার মনোযোগ পেয়েছি, সে আমাকে বলেছিল তারাও স্ট্রংবো বাইরে ছিল! আপনি কিভাবে উভয় পানীয় বাইরে ?? আপনি একটি রেঁস্তোরার করছি। এটা মজুদ না করা উচিত? আপনি ঈশ্বরের দোহাই জন্য ডান BevMo থেকে জুড়ে আছেন!







যখন আমরা আমাদের খাদ্য আদেশ তিনি অ্যাপ্লিকেশন আদেশ দেন। তারপর আমি আমার প্রবেশাধিকার আদেশ এবং সে দূরে গিয়েছিলাম! তিনি তার অর্ডার পান নি !!!! আমরা মূর্ত এটি সম্ভবত শ্রেষ্ঠ ছিল। আমরা অ্যাপ্লিকেশন এবং প্রবেশাধিকার বিভক্ত এবং কম খাওয়া চাই। হারান টাকা ওয়েট্রেস যে ভাবে কিন্তু যাই হোক না কেন মূঢ়।







অতঃপর যখন তাকে আমার খাবার আনা, সে সঠিক জিনিষ নিয়ে যাই নি। কিভাবে হার্ড এটি মনে রাখা যায়? তিনি যত্ন নিতে হয়তো 4 টেবিল ছিল! হয়তো সে sms করা বন্ধ সে তার সেল ফোনে বার পিছনে বা যদি সে বার এ লোক সাথে একটি কথোপকথন থাকার বন্ধ চাই, হয়তো সে তার কাজ একটু ভাল কাজ করতে পারে না।",NoAG
"আমি সবসময় বার্লিংটন এর পুলিশ একটি পাখা হয়েছে, তবে আমি এই এক সময়ে কেনাকাটা করা হবে না আবার। আমি একটি বেল্ট ... বেশ সহজ আসতে গিয়েছিলাম। পরিবর্তে, আমি বার্লিংটন ক্রয় কোন কর্মী করার জন্য 15 মিনিট ধন্যবাদ গ্রাহক সেবা লাইনে দাঁড়িয়ে / layaway উপর জিনিষ নির্বাণ। এটা তার সাহায্য করার তিনটি লাঠি তুলে নিলেন। কোন শব্দ ছিল ""উপর রাখা"" ছাড়া আমাকে বললেন। আমি প্রস্রাব হয়। যখন ভদ্রমহিলা পরিশেষে করা হয়েছিল, সেবা এ কর্মচারী জিজ্ঞাসা করলেন, ""তুমি কি চাও?"" গুরুতর সাহায্যের সেখানে প্রয়োজন হয়!



 আপনি ""গ্রাহক সেবা"" এর এলাকায় কাজ করেন তাহলে আমার মনে হয় আপনি কিছু থাকা উচিত।",NoAG
আরেকটি রাত এখানে বন্ধুদের সাক্ষাৎ। আমি হাসতে হবে। আমার বিয়ার জন্য আরেকটি 20 মিনিট অপেক্ষা বার এ পুনরায় ভরাট করতে হবে। একটি মেয়ে এমনকি এমনকি জিজ্ঞাসা যদি আমি একটি রিফিল চেয়েছিলেন ছাড়া আমার খালি নেন। একটি নতুন মেয়ে যে আমি চিনতে পারছি না বার বাম এবং যেমন AT 9:25 উপর একটি শুক্রবার রাতে গ্রাহকের পাশ তার লোক বন্ধুদের সঙ্গে খেতে বসল। আরেকটি মদের দোকানের পরিবেষক তাকে জিজ্ঞাসা ফিরে এবং কাজের আসা ছিল। ম্যানেজমেন্ট .... তোমার পাছা আউট আপনার মাথা টানুন! দু: খিত দেখার জন্য .... আমি অন্য স্থানে আমার বন্ধুদের কথা বলা দরকার!,NoAG
"এ সব ব্যস্ত কিন্তু আমাদের খাবার পেতে প্রায় 45 মিনিট নেন না। ট্রাউট অর্ডার দেওয়া এবং প্রচুর এবং হাড় প্রচুর দেখুন ধাক্কা ছিল। Hmmmmm। আচ্ছা এটা সম্পর্কে ওয়েট্রেস জিজ্ঞাসা এবং তিনি বলেন, ""তারা ভাল তারা করতে পারেন চেষ্টা"" hmmmmmm এই একটি ""মাছ"" রেস্টুরেন্ট নয়?



তারা ট্রাউট comped কিন্তু এখনও নিশ্চিত না আমি ফিরে যেতে হবে।",NoAG
"বাবা, অন্যান্য পর্যালোচনাগুলি পড়া আমি বুঝতে পারছি আমার খারাপ অভিজ্ঞতা অনন্য ছিল না। একটি সার্ভার হিসাবে আমি খুব পাড়া ফিরে গ্রাহক আছে। আমি প্রায় কাছাকাছি সবকিছু চাই আমি খাব এবং ওয়েটার থেকে মনোযোগ অনেক প্রয়োজন হয় না।







লা Piccola Cucina বাড়ির সামনে শুধু একটা অতিরিক্ত ব্যক্তি থেকে লাভবান হবে। আমাদের লোক, যদিও আরাধ্য এবং বন্ধুত্বপূর্ণ, খুব আমাদের পানীয় ভর্তি এবং আমাদের এপেটাইজার আনতে মনে রাখা ব্যস্ত ছিল (যদিও এটা আমাদের অভিযুক্ত)। Ahi টুনা (অত্যন্ত অন্যান্য মাছ অপশন তিনি বলেন উপর প্রস্তাবিত) তাই বেশী রান্না করা হয় এটা রঙ এবং মুরগির দৃঢ়তা ছিল। মত অন্যান্য সমালোচক উল্লেখ করা হয়েছে, তিনি ক্ষিপ্ত ছিলেন এবং যে প্রতি গ্রাহকের কাছে স্পষ্ট করেছিলেন। এক পর্যায়ে আমি এমনকি রান্না রান্নাঘর মধ্যে তাকে দেখেছি - তারা অন্য কোনো ব্যক্তির প্রয়োজন!







আমি সুপার অভিজ্ঞতা, যা আমার জন্য খুব খুব অস্বাভাবিক থেকে জোর আউট করে ছেড়ে দেওয়া। হয় আপনি খারাপ সেবা বা খারাপ খাদ্য, তবে দুটো একসাথে থাকতে পারে।",NoAG
"এটা আমার প্রথম বছর বিক্রি পোশাক অ্যারিজোনা অংশগ্রহণ, শুধু কিভাবে ব্যস্ত তার goona সেখানে হতে বিচরণ ??? সামান্য চিন্তিত, কেউ আমার উত্তর দিতে পারবেন ??",NoAG
"সত্যিই, আমি বিশ্বাস করতে পারছি না এই জায়গা মানুষের কাছ থেকে যেমন উচ্চ মন্তব্য লাভ করেছে।







আমার ভদ্রমহিলা এবং আমি গিয়েছিলাম, এবং বদলে রূক্ষভাবে একটি দাম্ভিক দুশ্চরিত্রা এই বরং কমনীয় খুঁজছেন জায়গা একটি উষ্ণ, বন্ধুত্বপূর্ণ, ফরাসি স্বাগত পরিবর্তে, একটি একঘেয়েমি ""নাম প্লিজ?"" সঙ্গে সামনে দেখলেও হয়। আমরা একটি রিজার্ভেশন, কীভাবে মৃত জায়গা ছিল খালি সৌন্দর্য থেকে একটি সমস্যা মত মনে হয়নি ছিল না। যতক্ষণ না অতিথিসেবিকা তার রিজার্ভেশন তালিকা মাধ্যমে whisked এবং ব্যাখ্যা তিনি ""আমাদের মধ্যে মাপসই"" চেষ্টা করব। এটা সন্ধ্যা 6 টা ছিল, স্থান অন্য একটি দম্পতি ডাইনিং ছিল, এবং আমরা জানানো হয় আগামী পার্টি 7:30 এ আসার যায়নি। আমরা সত্যিই hang out করার জন্য খুঁজছেন হয় নি। কারন যদি আপনি না, আপনি স্বয়ংক্রিয়ভাবে বিষ্ঠা এক টুকরা লাঠি অনুযায়ী করছি এটা অতিশয় সুদৃশ্য হতে yelpers এখানে যাওয়ার আগে রিজার্ভেশন করতে হবে অবগত হয়ে যাব যদি হবে। দুঃখিত, আমি খুবই এগিয়ে পরিকল্পনা না। পরের বার আমি করব, আর তা এখানে হবে না।







কোন পথে, নিজেকে সঙ্গে এক বা দুই মিনিটের জন্য ডিবেটিং পর অতিথিসেবিকা সিদ্ধান্ত নিয়েছে আমরা ""এ আলিঙ্গন"" পারে এবং ভালো রেঁস্তোরা ভিতরে অন্যান্য দম্পতি উপরে আমাদের বসলেন। তিনি আমাদেরকে জানিয়েছেন যে আমরা আমাদের নিজেদের ওয়াইন, কর্ক 9 যৌনসঙ্গম ডলার কম কম দাম জন্য পারে না। কথায় শুধুমাত্র অফিসে স্থান পর্যাপ্তরূপে বর্ণনা করতে পারে, ""অভ্যুত্থান দেস tartes, এটা কি ঠিক যে আপনাকে যা করতে হয়?""।







খাদ্য ভাল, $ 25 + একটি প্লেট জন্য দর্শনীয় কিছুই ছিল না। আমরা আপেল এবং বাদাম এবং Bleu পনির, যা উষ্ণ পরিবেশিত ছিল একটি সালাদ পেয়েছিলাম। এখন এই প্রথম উষ্ণ সালাদ আমি আমার জীবনের সব ছিল, এবং কোন উপায়ে আমি wordly খাদ্য বিশেষজ্ঞ কিছু বাছাই, কিন্তু আমি বিশ্বাস করি সালাদ ঠান্ডা হতে এবং খাস্তা করা উচিত নয়। সিক্ত এবং উষ্ণ না। Yuck। েরগেরগ সুস্বাদু ছিল এবং ভর্তি, তবে, টলমলে টেবিল একটি চরম বিরক্তি যখন মুরগির মাধ্যমে কাটা ছিল, কিন্তু এটা লেগ অধীনে একটি জ্যাক-ইন-বক্স উপহার কার্ড স্থাপন দ্বারা মীমাংসিত হয়েছিল (কর্মচারীদের কোন ধন্যবাদ সহ) । আমি, সত্য বলিয়া স্বীকার করা হবে ভর্তা করা আলুর creamiest কিছু এবং আমার যা ছিল তারমধ্যে গেছেন। আমার ভদ্রমহিলা শুয়োরের মাংস ফিলে, যা একটি অদ্ভুত ঝাল-মিষ্টি পেয়ারিং যা আমি বিশেষ করে পাত্তাই দিলেন না ছিল পেয়েছিলাম। আমরা মরুভূমি জন্য ভেঙে, তাই দুর্ভাগ্যবশত আমরা কোনো Tarts চেষ্টা পাই নি। আপনি যদি একটি স্থান, যা হচ্ছে তাই ভার চাপান কিছু কল্পনাকারী মেনু, cardstock একটি $ .15 টুকরা kinkos এ বিস্তর অনুলিপি ছাড়া অন্য পেতে হবে বলে তুলে ধরে চিন্তা করবে।







এই জায়গা বরং পারেনি। আমি ভাল ভেবেছিলাম এটা পথ আরো আরামদায়ক এবং ভিতরে স্বাগত হবে কিন্তু এটি সত্যিই ছিল না। তাই উচ্চ শ্রেণী এবং ফরাসি এবং উহু la-লা পুঁচকে পুঁচকে হচ্ছে নিজেকে উপস্থাপন, কিন্তু এটা আসে নিচে, এটা এখনও 16th Street এবং Highland এ বাড়ির একটি ছোট খুপরি অবস্থিত হয়। হয়তো যদি এটি Biltmore অবস্থিত ছিল আমি একটি বিট আরো cred দিতে চাই।",NoAG
"আমি সত্যিই, এই ইভেন্টটি সম্পর্কে উত্তেজিত ছিল হয়তো আমার প্রত্যাশা, খুব বেশী ছিল কারণ আমি সত্যিই underwhelmed ছিল। খুব সামান্য আলোছায়া,, জল পরিমাণ স্বল্প সময় আমি দুপুর 1 টা (অন্যান্য বাধ্যবাধকতা) এ সেখানে পেয়েছিলাম বিক্রেতাদের 20% খাদ্য বাইরে ছিল দ্বারা, এবং সময় আমি কিছু মাধ্যমে আমার পথ ate দ্বারা, বাকিদের ইতিমধ্যে আউট ছিল। যে জন্য 60 ডলার? আমি তাই মনে করি না.







আর যখন আমি এটি ""দায়িত্বপ্রাপ্ত ব্যক্তি"" এ উল্লেখ করা হয়েছে, তিনি পৃষ্ঠপোষকতা invalidating এবং আমাকে বলছে কিভাবে খুশি রাঁধুনি ছিল রাখা হয়েছিল। আচ্ছা, আমি আপনার কনজিউমার, বড় লোক নই।







দুঃখিত, গিলিত, ইচ্ছুক এটাকে আরও ভাল হয়ে থাকতে পারে।







কি খাদ্য আমি চেষ্টা করেছিলেন বেশ ভাল লাগলো।",NoAG
"ইক্স্তপা-Zihuatenejo এর সৈকত নন্দনকানন আমাদের প্রতীক্ষিত .... দুর্ভাগ্যবশত, তাই সব জায়গায় আরিজোনা একটি সংযোগ ফ্লাইট করেনি ...







লং সংক্ষিপ্ত বিবরণ .... আমাদের লটবহর আমাদের চূড়ান্ত গন্তব্য উতরান করা হয়নি 1/3, আমাদের পোশাক বিভিন্ন নিবন্ধ এখনো নিখোঁজ পাশাপাশি আমার সেল ফোন চার্জার করুন ... উল্লেখ নিরাপত্তা না আমাদের ফোর্সিং সিল পাত্রে খুলতে আমার ছেলের শিশুর খাদ্য ও লিটমাস পরীক্ষার জন্য দুধ ...







আমি উজ্জ্বল দিকে তাকিয়ে .... অন্তত আমরা কি পেতে বহিষ্কৃত =)",NoAG
"বিশাল চিহ্ন বাইরে $ 2.50 বলছেন দেখুন? হাঁ, যে শুধুমাত্র শার্ট জন্য। আমি প্রহরীদের বন্ধ ছিল যখন আমি আমার স্কার্ট আনা এবং প্রায় $ 3.79 জন্য পেরেক দিয়ে গেল। আমি দুঃখিতভাবে হস্তান্তর আমার $ 5 বিল হিসেবে কাউন্টারে ভদ্রমহিলা বললেন মানুষের অনেক তার বলেছিলেন তারা চিহ্ন বাহিরে দ্বারা বিশ্বাসঘাতকতা অনুভূত। দুষ্টুমি করসি না. আমি মূলত রিগাল 7th Ave নগরী: .-- যারা অর্ধেক পিক সময়ে একটি সূক্ষ্ম পেশা আছে উপর রাস্তার নিচে শিরোনাম হয়েছে - এখানে ""বিজ্ঞাপনে"" জন্য জাল মূল্য। এটা শ্রেষ্ঠ করতে চেষ্টা, আমি ভদ্রমহিলা অন্তত আমি শিখেছি চাই তারা একটি onsite, নড়চড় পরিষেবা, এবং হয়তো মূল্য একটি হরিণ হয়েছিল জানান। আহ ওহ. কাউন্টারে কিছু জার্সি শোর-টাইপ কুক্কুট সঙ্গে কয়েক সপ্তাহ পরে আমার স্কার্ট তুলে নিলাম এবং আমি অন্য $ 3.79 অপরিশোধিত বলা হয়। আমি ফ্ল্যাট-আউট দুইবার দিতে অস্বীকার করে। সে আমার দিকে চিৎকার, আমাকে আমার গাড়ির সাথে ধাওয়া, আমার লাইসেন্স প্লেট লিখে বললেন পুলিশ পরিদর্শন করা হবে। এন-ই-ই-বরফ।",NoAG
এই বছর আমার প্রথম সময় ফিরে। এটা আমার শেষ হবে। আমি বার এলাকায় লাঞ্চের জন্য এটা প্রায় 1hour 25 মিনিট ছিল আগে আমি আউট পেতে পারে ছিল। দশ মিনিট আমার ড্রিংক অর্ডার সামনে এবং প্রায় হিসাবে অনেক আগে খাদ্য অর্ডার। একজন secound পানীয় তারপরে ভুলে যান। গাই পাশে আমাকে বের গিয়েছিলাম।,NoAG
